ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,APPLICANT_AGE,YEARS_WORKING,TOTAL_GOOD_DEBT,TOTAL_BAD_DEBT,STATUS,GOOD_PERCENT
5009950,F,1,1,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,4.0,35.0,12.0,31,0,1,1.0
5009965,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,13,0,1,1.0
5009966,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,21,0,1,1.0
5009967,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,41,1,1,0.9761904761904762
5009968,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,17,0,1,1.0
5009969,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,42,0,1,1.0
5009970,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,42,0,1,1.0
5009971,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,12,0,1,1.0
5009978,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,11,0,1,1.0
5009979,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,12,1,1,0.9230769230769231
5009980,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,12,0,1,1.0
5009981,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,12,0,1,1.0
5009983,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,13,1,1,0.9285714285714286
5009984,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,8,0,1,1.0
5009985,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,11,0,1,1.0
5009986,F,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,57.0,11.0,6,0,1,1.0
5009991,M,1,0,2,157500.0,Working,Secondary / secondary special,Married,Office apartment,1,0,0,1,Drivers,4.0,40.0,7.0,38,0,1,1.0
5009992,M,1,0,2,157500.0,Working,Secondary / secondary special,Married,Office apartment,1,0,0,1,Drivers,4.0,40.0,7.0,7,0,1,1.0
5009993,F,0,1,0,135000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,2.0,46.0,10.0,53,0,1,1.0
5009994,M,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,38.0,2.0,7,0,1,1.0
5009995,M,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,38.0,2.0,21,0,1,1.0
5009996,M,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,38.0,2.0,7,0,1,1.0
5009997,M,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,38.0,2.0,41,0,1,1.0
5009998,M,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,38.0,2.0,43,0,1,1.0
5009999,F,1,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Accountants,3.0,34.0,8.0,59,0,1,1.0
5010000,F,1,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Accountants,3.0,34.0,8.0,43,0,1,1.0
5010001,F,0,1,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,4.0,34.0,6.0,29,0,1,1.0
5010002,F,0,1,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,4.0,34.0,6.0,35,1,1,0.9722222222222222
5010003,F,0,1,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,4.0,34.0,6.0,15,1,1,0.9375
5010004,F,0,1,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,4.0,34.0,6.0,17,1,1,0.9444444444444444
5010007,F,0,1,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,1,0,1,0,Secretaries,3.0,30.0,10.0,10,0,1,1.0
5010009,F,0,1,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,1,0,1,0,Secretaries,3.0,30.0,10.0,31,0,1,1.0
5010010,F,0,1,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,1,0,1,0,Secretaries,3.0,30.0,10.0,10,0,1,1.0
5010011,F,0,1,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,1,0,1,0,Secretaries,3.0,30.0,10.0,10,0,1,1.0
5010012,F,0,1,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,1,0,1,0,Secretaries,3.0,30.0,10.0,10,0,1,1.0
5010023,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,57.0,6.0,8,1,1,0.8888888888888888
5010025,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,57.0,6.0,8,2,1,0.8
5010026,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,57.0,6.0,21,0,1,1.0
5010027,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,57.0,6.0,29,0,1,1.0
5010028,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,57.0,6.0,32,0,1,1.0
5010041,F,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,60.0,23.0,18,0,1,1.0
5010042,F,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,60.0,23.0,19,0,1,1.0
5010043,F,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,60.0,23.0,19,0,1,1.0
5010044,F,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,60.0,23.0,9,0,1,1.0
5010045,F,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,60.0,23.0,9,0,1,1.0
5010046,F,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,60.0,23.0,13,0,1,1.0
5010047,F,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,60.0,23.0,24,1,1,0.96
5010048,F,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,60.0,23.0,19,0,1,1.0
5010049,F,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,60.0,23.0,9,0,1,1.0
5010052,F,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Cleaning staff,2.0,51.0,8.0,40,0,1,1.0
5010053,F,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Cleaning staff,2.0,51.0,8.0,6,1,1,0.8571428571428571
5010055,F,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Cleaning staff,2.0,51.0,8.0,18,0,1,1.0
5010056,F,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Cleaning staff,2.0,51.0,8.0,8,0,1,1.0
5010057,M,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,1,Laborers,1.0,47.0,7.0,5,0,1,1.0
5010058,M,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,1,Laborers,1.0,47.0,7.0,56,0,1,1.0
5010067,F,0,1,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Core staff,1.0,50.0,21.0,20,1,1,0.9523809523809523
5010068,F,0,1,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Core staff,1.0,50.0,21.0,29,0,1,1.0
5010070,F,0,1,0,279000.0,State servant,Higher education,Single / not married,House / apartment,1,0,0,1,Managers,1.0,30.0,2.0,11,0,1,1.0
5010072,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,46.0,10.0,24,0,1,1.0
5010073,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,46.0,10.0,20,0,1,1.0
5010075,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,46.0,10.0,60,0,1,1.0
5010076,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,46.0,10.0,22,0,1,1.0
5010077,M,1,0,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Cleaning staff,4.0,34.0,3.0,19,0,1,1.0
5010078,M,1,0,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Cleaning staff,4.0,34.0,3.0,11,0,1,1.0
5010079,M,1,0,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Cleaning staff,4.0,34.0,3.0,12,0,1,1.0
5010081,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,57.0,1.0,58,0,1,1.0
5010083,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,57.0,1.0,9,0,1,1.0
5010084,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,57.0,1.0,9,0,1,1.0
5010085,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,57.0,1.0,49,0,1,1.0
5010086,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,57.0,1.0,8,0,1,1.0
5010087,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,57.0,1.0,18,0,1,1.0
5090855,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,57.0,1.0,8,1,1,0.8888888888888888
5010088,F,1,1,0,112500.0,Working,Incomplete higher,Single / not married,With parents,1,0,0,1,Sales staff,1.0,22.0,3.0,18,0,1,1.0
5010089,F,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,28.0,5.0,5,0,1,1.0
5010090,F,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,28.0,5.0,23,0,1,1.0
5010091,F,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,28.0,5.0,19,0,1,1.0
5010092,F,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,28.0,5.0,22,0,1,1.0
5010093,F,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,28.0,5.0,11,1,1,0.9166666666666666
5010094,F,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,28.0,5.0,4,0,1,1.0
5010099,F,1,1,2,306000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,4.0,37.0,11.0,43,0,1,1.0
5010101,F,1,1,2,306000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,4.0,37.0,11.0,40,0,1,1.0
5010102,F,1,1,2,306000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,4.0,37.0,11.0,43,0,1,1.0
5010117,F,0,1,1,67500.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Core staff,3.0,42.0,5.0,20,0,1,1.0
5010119,M,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,39.0,3.0,13,0,1,1.0
5010120,M,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,39.0,3.0,25,0,1,1.0
5010121,M,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,39.0,3.0,3,0,1,1.0
5010122,M,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,39.0,3.0,19,0,1,1.0
5010123,M,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,39.0,3.0,13,0,1,1.0
5010126,F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,Managers,4.0,35.0,6.0,10,0,1,1.0
5010127,F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,Managers,4.0,35.0,6.0,16,0,1,1.0
5010128,F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,Managers,4.0,35.0,6.0,24,0,1,1.0
5010129,F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,Managers,4.0,35.0,6.0,51,0,1,1.0
5010133,F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,Managers,4.0,35.0,6.0,57,0,1,1.0
5010135,F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,Managers,4.0,35.0,6.0,40,0,1,1.0
5010136,F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,Managers,4.0,35.0,6.0,11,0,1,1.0
5010137,F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,Managers,4.0,35.0,6.0,43,0,1,1.0
5010147,F,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,34.0,16.0,22,0,1,1.0
5010150,F,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,34.0,16.0,30,0,1,1.0
5010151,F,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,34.0,16.0,22,0,1,1.0
5010152,F,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,34.0,16.0,21,0,1,1.0
5010153,F,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,34.0,16.0,36,0,1,1.0
5010154,F,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,34.0,16.0,25,0,1,1.0
5010156,F,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,34.0,16.0,22,0,1,1.0
5090887,F,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,34.0,16.0,21,0,1,1.0
5010160,M,1,1,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,61.0,4.0,30,0,1,1.0
5010161,M,1,1,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,61.0,4.0,30,0,1,1.0
5010162,M,1,1,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,61.0,4.0,8,0,1,1.0
5010163,M,1,1,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,61.0,4.0,31,0,1,1.0
5010164,M,1,1,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,2.0,61.0,4.0,40,0,1,1.0
5010165,F,0,1,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,51.0,5.0,11,1,1,0.9166666666666666
5010166,F,0,1,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,51.0,5.0,16,1,1,0.9411764705882353
5010170,F,0,1,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,51.0,5.0,32,1,1,0.9696969696969697
5010172,F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,58.0,1.0,43,0,1,1.0
5010173,F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,58.0,1.0,29,0,1,1.0
5010174,M,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,2.0,24.0,2.0,1,0,1,1.0
5010182,M,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Laborers,2.0,46.0,18.0,38,0,1,1.0
5010183,M,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Laborers,2.0,46.0,18.0,39,0,1,1.0
5010184,M,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Laborers,2.0,46.0,18.0,39,0,1,1.0
5010185,M,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Laborers,2.0,46.0,18.0,21,0,1,1.0
5010186,M,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Laborers,2.0,46.0,18.0,32,0,1,1.0
5010187,M,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Laborers,2.0,46.0,18.0,38,0,1,1.0
5010188,F,0,1,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,43.0,14.0,58,0,1,1.0
5010190,F,0,1,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,43.0,14.0,17,6,1,0.7391304347826086
5010195,M,0,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,50.0,4.0,28,0,1,1.0
5010198,M,1,1,0,135000.0,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2.0,27.0,5.0,10,0,1,1.0
5010199,M,1,1,0,135000.0,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2.0,27.0,5.0,12,2,1,0.8571428571428571
5010200,M,1,1,0,135000.0,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2.0,27.0,5.0,10,0,1,1.0
5010201,M,1,1,0,135000.0,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2.0,27.0,5.0,10,0,1,1.0
5010202,M,1,1,0,135000.0,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2.0,27.0,5.0,13,0,1,1.0
5010203,M,1,1,0,135000.0,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2.0,27.0,5.0,10,0,1,1.0
5010204,M,1,1,0,135000.0,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2.0,27.0,5.0,1,0,1,1.0
5010205,M,1,1,0,135000.0,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2.0,27.0,5.0,7,0,1,1.0
5010206,M,1,1,0,135000.0,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2.0,27.0,5.0,9,0,1,1.0
5010207,M,1,1,0,135000.0,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2.0,27.0,5.0,10,0,1,1.0
5010208,F,0,1,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,2.0,38.0,11.0,13,0,1,1.0
5010209,F,0,1,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,2.0,38.0,11.0,8,0,1,1.0
5010215,F,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,48.0,22.0,46,0,1,1.0
5010217,F,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,48.0,22.0,12,0,1,1.0
5010218,F,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,48.0,22.0,53,0,1,1.0
5010222,F,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,48.0,22.0,11,0,1,1.0
5010223,F,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,48.0,22.0,9,0,1,1.0
5010224,F,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,48.0,22.0,39,0,1,1.0
5010225,F,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,48.0,22.0,7,0,1,1.0
5010226,F,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,48.0,22.0,19,1,1,0.95
5010227,F,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,48.0,22.0,59,0,1,1.0
5010228,M,1,1,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Secretaries,2.0,59.0,6.0,35,0,1,1.0
5010230,M,1,1,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Secretaries,2.0,59.0,6.0,9,0,1,1.0
5010231,M,1,1,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Secretaries,2.0,59.0,6.0,18,3,1,0.8571428571428571
5010234,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,45.0,12.0,35,0,1,1.0
5010235,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,45.0,12.0,16,0,1,1.0
5010236,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,45.0,12.0,14,1,1,0.9333333333333333
5010238,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,45.0,12.0,11,0,1,1.0
5010239,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,45.0,12.0,7,0,1,1.0
5010240,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,45.0,12.0,10,0,1,1.0
5010241,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,55.0,3.0,18,0,1,1.0
5010242,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,55.0,3.0,16,0,1,1.0
5010243,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,55.0,3.0,30,0,1,1.0
5010244,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,55.0,3.0,30,0,1,1.0
5010245,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,55.0,3.0,16,0,1,1.0
5010246,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,55.0,3.0,15,0,1,1.0
5010247,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,55.0,3.0,2,0,1,1.0
5010248,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,55.0,3.0,32,0,1,1.0
5010249,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,55.0,3.0,33,0,1,1.0
5010250,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,55.0,3.0,2,0,1,1.0
5010253,F,1,1,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,54.0,23.0,31,0,1,1.0
5090944,F,1,1,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,54.0,23.0,47,0,1,1.0
5010256,F,1,1,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Cooking staff,3.0,40.0,10.0,5,0,1,1.0
5010257,F,1,1,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Cooking staff,3.0,40.0,10.0,17,0,1,1.0
5010293,F,0,1,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Sales staff,1.0,27.0,3.0,6,0,1,1.0
5010294,F,0,1,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Sales staff,1.0,27.0,3.0,10,0,1,1.0
5010295,F,0,1,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Sales staff,1.0,27.0,3.0,14,0,1,1.0
5010296,F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,41.0,5.0,38,2,1,0.95
5010297,F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,41.0,5.0,7,0,1,1.0
5010298,F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,41.0,5.0,20,2,1,0.9090909090909091
5010299,F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,41.0,5.0,5,0,1,1.0
5010300,F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,41.0,5.0,12,0,1,1.0
5010309,F,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,41.0,5.0,24,0,1,1.0
5010310,F,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,41.0,5.0,24,0,1,1.0
5010311,F,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,41.0,5.0,24,0,1,1.0
5010312,F,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,41.0,5.0,33,0,1,1.0
5010313,F,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,41.0,5.0,26,0,1,1.0
