,country,year,sex,age,suicides/100k pop,HDI for year,gdp_per_capita,generation,Region,Assigned To Zone
673,Brazil,1995,male,55-74 years,12,0.648,5313,Silent,South/Latin America,IVb
674,Brazil,1995,male,35-54 years,10,0.648,5313,Boomers,South/Latin America,IVb
675,Brazil,1995,male,25-34 years,9,0.648,5313,Generation X,South/Latin America,IVb
676,Brazil,1995,male,15-24 years,6,0.648,5313,Generation X,South/Latin America,IVb
677,Brazil,1995,female,75+ years,3,0.648,5313,G.I. Generation,South/Latin America,IVb
678,Brazil,1995,female,55-74 years,2,0.648,5313,Silent,South/Latin America,IVb
679,Brazil,1995,female,35-54 years,2,0.648,5313,Boomers,South/Latin America,IVb
680,Brazil,1995,female,25-34 years,2,0.648,5313,Generation X,South/Latin America,IVb
681,Brazil,1995,female,15-24 years,2,0.648,5313,Generation X,South/Latin America,IVb
682,Brazil,1995,male,5-14 years,0,0.648,5313,Millenials,South/Latin America,IVb
683,Brazil,1995,female,5-14 years,0,0.648,5313,Millenials,South/Latin America,IVb
684,Brazil,2000,male,75+ years,19,0.6829999999999999,4156,G.I. Generation,South/Latin America,IVb
685,Brazil,2000,male,55-74 years,12,0.6829999999999999,4156,Silent,South/Latin America,IVb
686,Brazil,2000,male,35-54 years,10,0.6829999999999999,4156,Boomers,South/Latin America,IVb
687,Brazil,2000,male,25-34 years,8,0.6829999999999999,4156,Generation X,South/Latin America,IVb
688,Brazil,2000,male,15-24 years,5,0.6829999999999999,4156,Generation X,South/Latin America,IVb
689,Brazil,2000,female,75+ years,2,0.6829999999999999,4156,G.I. Generation,South/Latin America,IVb
690,Brazil,2000,female,55-74 years,2,0.6829999999999999,4156,Silent,South/Latin America,IVb
691,Brazil,2000,female,35-54 years,2,0.6829999999999999,4156,Boomers,South/Latin America,IVb
692,Brazil,2000,female,15-24 years,2,0.6829999999999999,4156,Generation X,South/Latin America,IVb
693,Brazil,2000,female,25-34 years,1,0.6829999999999999,4156,Generation X,South/Latin America,IVb
694,Brazil,2000,female,5-14 years,0,0.6829999999999999,4156,Millenials,South/Latin America,IVb
695,Brazil,2000,male,5-14 years,0,0.6829999999999999,4156,Millenials,South/Latin America,IVb
696,Brazil,2005,male,75+ years,19,0.7020000000000001,5230,Silent,South/Latin America,IVb
697,Brazil,2005,male,55-74 years,13,0.7020000000000001,5230,Silent,South/Latin America,IVb
698,Brazil,2005,male,35-54 years,11,0.7020000000000001,5230,Boomers,South/Latin America,IVb
699,Brazil,2005,male,25-34 years,9,0.7020000000000001,5230,Generation X,South/Latin America,IVb
700,Brazil,2005,male,15-24 years,6,0.7020000000000001,5230,Millenials,South/Latin America,IVb
701,Brazil,2005,female,35-54 years,2,0.7020000000000001,5230,Boomers,South/Latin America,IVb
702,Brazil,2005,female,55-74 years,2,0.7020000000000001,5230,Silent,South/Latin America,IVb
703,Brazil,2005,female,25-34 years,2,0.7020000000000001,5230,Generation X,South/Latin America,IVb
704,Brazil,2005,female,15-24 years,2,0.7020000000000001,5230,Millenials,South/Latin America,IVb
705,Brazil,2005,female,75+ years,2,0.7020000000000001,5230,Silent,South/Latin America,IVb
706,Brazil,2005,female,5-14 years,0,0.7020000000000001,5230,Millenials,South/Latin America,IVb
707,Brazil,2005,male,5-14 years,0,0.7020000000000001,5230,Millenials,South/Latin America,IVb
708,Brazil,2010,male,75+ years,19,0.737,12161,Silent,South/Latin America,IVb
709,Brazil,2010,male,55-74 years,11,0.737,12161,Silent,South/Latin America,IVb
710,Brazil,2010,male,25-34 years,10,0.737,12161,Generation X,South/Latin America,IVb
711,Brazil,2010,male,35-54 years,10,0.737,12161,Generation X,South/Latin America,IVb
712,Brazil,2010,male,15-24 years,7,0.737,12161,Millenials,South/Latin America,IVb
713,Brazil,2010,female,35-54 years,3,0.737,12161,Generation X,South/Latin America,IVb
714,Brazil,2010,female,55-74 years,2,0.737,12161,Silent,South/Latin America,IVb
715,Brazil,2010,female,75+ years,2,0.737,12161,Silent,South/Latin America,IVb
716,Brazil,2010,female,25-34 years,2,0.737,12161,Generation X,South/Latin America,IVb
717,Brazil,2010,female,15-24 years,2,0.737,12161,Millenials,South/Latin America,IVb
718,Brazil,2010,male,5-14 years,0,0.737,12161,Generation Z,South/Latin America,IVb
719,Brazil,2010,female,5-14 years,0,0.737,12161,Generation Z,South/Latin America,IVb
720,Brazil,2011,male,75+ years,17,0.742,14245,Silent,South/Latin America,IVb
721,Brazil,2011,male,55-74 years,11,0.742,14245,Boomers,South/Latin America,IVb
722,Brazil,2011,male,25-34 years,11,0.742,14245,Millenials,South/Latin America,IVb
723,Brazil,2011,male,35-54 years,11,0.742,14245,Generation X,South/Latin America,IVb
724,Brazil,2011,male,15-24 years,7,0.742,14245,Millenials,South/Latin America,IVb
725,Brazil,2011,female,35-54 years,3,0.742,14245,Generation X,South/Latin America,IVb
726,Brazil,2011,female,55-74 years,2,0.742,14245,Boomers,South/Latin America,IVb
727,Brazil,2011,female,15-24 years,2,0.742,14245,Millenials,South/Latin America,IVb
728,Brazil,2011,female,25-34 years,2,0.742,14245,Millenials,South/Latin America,IVb
729,Brazil,2011,female,75+ years,2,0.742,14245,Silent,South/Latin America,IVb
730,Brazil,2011,male,5-14 years,0,0.742,14245,Generation Z,South/Latin America,IVb
731,Brazil,2011,female,5-14 years,0,0.742,14245,Generation Z,South/Latin America,IVb
732,Brazil,2012,male,75+ years,17,0.746,13283,Silent,South/Latin America,IVb
733,Brazil,2012,male,55-74 years,12,0.746,13283,Boomers,South/Latin America,IVb
734,Brazil,2012,male,35-54 years,11,0.746,13283,Generation X,South/Latin America,IVb
735,Brazil,2012,male,25-34 years,11,0.746,13283,Millenials,South/Latin America,IVb
736,Brazil,2012,male,15-24 years,7,0.746,13283,Millenials,South/Latin America,IVb
737,Brazil,2012,female,35-54 years,3,0.746,13283,Generation X,South/Latin America,IVb
738,Brazil,2012,female,55-74 years,3,0.746,13283,Boomers,South/Latin America,IVb
739,Brazil,2012,female,25-34 years,2,0.746,13283,Millenials,South/Latin America,IVb
740,Brazil,2012,female,75+ years,2,0.746,13283,Silent,South/Latin America,IVb
741,Brazil,2012,female,15-24 years,2,0.746,13283,Millenials,South/Latin America,IVb
742,Brazil,2012,male,5-14 years,0,0.746,13283,Generation Z,South/Latin America,IVb
743,Brazil,2012,female,5-14 years,0,0.746,13283,Generation Z,South/Latin America,IVb
744,Brazil,2013,male,75+ years,16,0.752,13191,Silent,South/Latin America,IVb
745,Brazil,2013,male,55-74 years,12,0.752,13191,Boomers,South/Latin America,IVb
746,Brazil,2013,male,35-54 years,11,0.752,13191,Generation X,South/Latin America,IVb
747,Brazil,2013,male,25-34 years,11,0.752,13191,Millenials,South/Latin America,IVb
748,Brazil,2013,male,15-24 years,7,0.752,13191,Millenials,South/Latin America,IVb
749,Brazil,2013,female,35-54 years,3,0.752,13191,Generation X,South/Latin America,IVb
750,Brazil,2013,female,55-74 years,3,0.752,13191,Boomers,South/Latin America,IVb
751,Brazil,2013,female,75+ years,2,0.752,13191,Silent,South/Latin America,IVb
752,Brazil,2013,female,25-34 years,2,0.752,13191,Millenials,South/Latin America,IVb
753,Brazil,2013,female,15-24 years,2,0.752,13191,Millenials,South/Latin America,IVb
754,Brazil,2013,male,5-14 years,0,0.752,13191,Generation Z,South/Latin America,IVb
755,Brazil,2013,female,5-14 years,0,0.752,13191,Generation Z,South/Latin America,IVb
756,Brazil,2014,male,75+ years,16,0.755,12975,Silent,South/Latin America,IVb
757,Brazil,2014,male,55-74 years,12,0.755,12975,Boomers,South/Latin America,IVb
758,Brazil,2014,male,35-54 years,11,0.755,12975,Generation X,South/Latin America,IVb
759,Brazil,2014,male,25-34 years,11,0.755,12975,Millenials,South/Latin America,IVb
760,Brazil,2014,male,15-24 years,7,0.755,12975,Millenials,South/Latin America,IVb
761,Brazil,2014,female,35-54 years,3,0.755,12975,Generation X,South/Latin America,IVb
762,Brazil,2014,female,55-74 years,2,0.755,12975,Boomers,South/Latin America,IVb
763,Brazil,2014,female,25-34 years,2,0.755,12975,Millenials,South/Latin America,IVb
764,Brazil,2014,female,75+ years,2,0.755,12975,Silent,South/Latin America,IVb
765,Brazil,2014,female,15-24 years,2,0.755,12975,Millenials,South/Latin America,IVb
766,Brazil,2014,male,5-14 years,0,0.755,12975,Generation Z,South/Latin America,IVb
767,Brazil,2014,female,5-14 years,0,0.755,12975,Generation Z,South/Latin America,IVb
768,Bulgaria,1985,male,75+ years,131,0.6859999999999999,2044,G.I. Generation,Europe,II
769,Bulgaria,1985,female,75+ years,42,0.6859999999999999,2044,G.I. Generation,Europe,II
770,Bulgaria,1985,male,55-74 years,39,0.6859999999999999,2044,G.I. Generation,Europe,II
771,Bulgaria,1985,male,35-54 years,22,0.6859999999999999,2044,Silent,Europe,II
772,Bulgaria,1985,female,55-74 years,17,0.6859999999999999,2044,G.I. Generation,Europe,II
773,Bulgaria,1985,male,25-34 years,16,0.6859999999999999,2044,Boomers,Europe,II
774,Bulgaria,1985,male,15-24 years,12,0.6859999999999999,2044,Generation X,Europe,II
775,Bulgaria,1985,female,35-54 years,7,0.6859999999999999,2044,Silent,Europe,II
776,Bulgaria,1985,female,25-34 years,5,0.6859999999999999,2044,Boomers,Europe,II
777,Bulgaria,1985,female,15-24 years,5,0.6859999999999999,2044,Generation X,Europe,II
778,Bulgaria,1985,male,5-14 years,1,0.6859999999999999,2044,Generation X,Europe,II
779,Bulgaria,1985,female,5-14 years,0,0.6859999999999999,2044,Generation X,Europe,II
780,Bulgaria,1990,male,75+ years,97,0.695,2451,G.I. Generation,Europe,II
781,Bulgaria,1990,female,75+ years,38,0.695,2451,G.I. Generation,Europe,II
782,Bulgaria,1990,male,55-74 years,33,0.695,2451,G.I. Generation,Europe,II
783,Bulgaria,1990,male,35-54 years,20,0.695,2451,Silent,Europe,II
784,Bulgaria,1990,male,25-34 years,17,0.695,2451,Boomers,Europe,II
785,Bulgaria,1990,female,55-74 years,16,0.695,2451,G.I. Generation,Europe,II
786,Bulgaria,1990,male,15-24 years,13,0.695,2451,Generation X,Europe,II
787,Bulgaria,1990,female,35-54 years,7,0.695,2451,Silent,Europe,II
788,Bulgaria,1990,female,25-34 years,4,0.695,2451,Boomers,Europe,II
789,Bulgaria,1990,female,15-24 years,4,0.695,2451,Generation X,Europe,II
790,Bulgaria,1990,male,5-14 years,2,0.695,2451,Generation X,Europe,II
791,Bulgaria,1990,female,5-14 years,0,0.695,2451,Generation X,Europe,II
792,Bulgaria,1995,male,75+ years,104,0.696,1636,G.I. Generation,Europe,II
793,Bulgaria,1995,male,55-74 years,40,0.696,1636,Silent,Europe,II
794,Bulgaria,1995,female,75+ years,35,0.696,1636,G.I. Generation,Europe,II
795,Bulgaria,1995,male,35-54 years,27,0.696,1636,Boomers,Europe,II
796,Bulgaria,1995,female,55-74 years,18,0.696,1636,Silent,Europe,II
797,Bulgaria,1995,male,25-34 years,17,0.696,1636,Generation X,Europe,II
798,Bulgaria,1995,male,15-24 years,13,0.696,1636,Generation X,Europe,II
799,Bulgaria,1995,female,35-54 years,6,0.696,1636,Boomers,Europe,II
800,Bulgaria,1995,female,25-34 years,6,0.696,1636,Generation X,Europe,II
801,Bulgaria,1995,female,15-24 years,3,0.696,1636,Generation X,Europe,II
802,Bulgaria,1995,male,5-14 years,1,0.696,1636,Millenials,Europe,II
803,Bulgaria,1995,female,5-14 years,1,0.696,1636,Millenials,Europe,II
804,Bulgaria,2000,male,75+ years,96,0.713,1680,G.I. Generation,Europe,II
805,Bulgaria,2000,male,55-74 years,35,0.713,1680,Silent,Europe,II
806,Bulgaria,2000,female,75+ years,35,0.713,1680,G.I. Generation,Europe,II
807,Bulgaria,2000,male,35-54 years,32,0.713,1680,Boomers,Europe,II
808,Bulgaria,2000,male,25-34 years,17,0.713,1680,Generation X,Europe,II
809,Bulgaria,2000,female,55-74 years,13,0.713,1680,Silent,Europe,II
810,Bulgaria,2000,male,15-24 years,8,0.713,1680,Generation X,Europe,II
811,Bulgaria,2000,female,35-54 years,8,0.713,1680,Boomers,Europe,II
812,Bulgaria,2000,female,25-34 years,6,0.713,1680,Generation X,Europe,II
813,Bulgaria,2000,female,15-24 years,3,0.713,1680,Generation X,Europe,II
814,Bulgaria,2000,male,5-14 years,1,0.713,1680,Millenials,Europe,II
815,Bulgaria,2000,female,5-14 years,0,0.713,1680,Millenials,Europe,II
816,Bulgaria,2005,male,75+ years,60,0.7490000000000001,4003,Silent,Europe,II
817,Bulgaria,2005,male,55-74 years,33,0.7490000000000001,4003,Silent,Europe,II
818,Bulgaria,2005,female,75+ years,21,0.7490000000000001,4003,Silent,Europe,II
819,Bulgaria,2005,male,35-54 years,20,0.7490000000000001,4003,Boomers,Europe,II
820,Bulgaria,2005,male,25-34 years,13,0.7490000000000001,4003,Generation X,Europe,II
821,Bulgaria,2005,female,55-74 years,8,0.7490000000000001,4003,Silent,Europe,II
822,Bulgaria,2005,male,15-24 years,7,0.7490000000000001,4003,Millenials,Europe,II
823,Bulgaria,2005,female,35-54 years,5,0.7490000000000001,4003,Boomers,Europe,II
824,Bulgaria,2005,female,15-24 years,3,0.7490000000000001,4003,Millenials,Europe,II
825,Bulgaria,2005,female,25-34 years,3,0.7490000000000001,4003,Generation X,Europe,II
826,Bulgaria,2005,female,5-14 years,0,0.7490000000000001,4003,Millenials,Europe,II
827,Bulgaria,2005,male,5-14 years,0,0.7490000000000001,4003,Millenials,Europe,II
828,Bulgaria,2010,male,75+ years,61,0.773,7066,Silent,Europe,II
829,Bulgaria,2010,male,55-74 years,27,0.773,7066,Silent,Europe,II
830,Bulgaria,2010,male,35-54 years,19,0.773,7066,Generation X,Europe,II
831,Bulgaria,2010,female,75+ years,16,0.773,7066,Silent,Europe,II
832,Bulgaria,2010,male,25-34 years,10,0.773,7066,Generation X,Europe,II
833,Bulgaria,2010,female,55-74 years,7,0.773,7066,Silent,Europe,II
834,Bulgaria,2010,male,15-24 years,7,0.773,7066,Millenials,Europe,II
835,Bulgaria,2010,female,35-54 years,5,0.773,7066,Generation X,Europe,II
836,Bulgaria,2010,female,25-34 years,2,0.773,7066,Generation X,Europe,II
837,Bulgaria,2010,female,15-24 years,1,0.773,7066,Millenials,Europe,II
838,Bulgaria,2010,male,5-14 years,0,0.773,7066,Generation Z,Europe,II
839,Bulgaria,2010,female,5-14 years,0,0.773,7066,Generation Z,Europe,II
840,Bulgaria,2011,male,75+ years,43,0.775,8137,Silent,Europe,II
841,Bulgaria,2011,male,55-74 years,25,0.775,8137,Boomers,Europe,II
842,Bulgaria,2011,male,35-54 years,19,0.775,8137,Generation X,Europe,II
843,Bulgaria,2011,female,75+ years,12,0.775,8137,Silent,Europe,II
844,Bulgaria,2011,male,25-34 years,10,0.775,8137,Millenials,Europe,II
845,Bulgaria,2011,male,15-24 years,8,0.775,8137,Millenials,Europe,II
846,Bulgaria,2011,female,55-74 years,5,0.775,8137,Boomers,Europe,II
847,Bulgaria,2011,female,35-54 years,3,0.775,8137,Generation X,Europe,II
848,Bulgaria,2011,female,15-24 years,2,0.775,8137,Millenials,Europe,II
849,Bulgaria,2011,female,25-34 years,1,0.775,8137,Millenials,Europe,II
850,Bulgaria,2011,male,5-14 years,0,0.775,8137,Generation Z,Europe,II
851,Bulgaria,2011,female,5-14 years,0,0.775,8137,Generation Z,Europe,II
852,Bulgaria,2012,male,75+ years,61,0.778,7745,Silent,Europe,II
853,Bulgaria,2012,male,55-74 years,29,0.778,7745,Boomers,Europe,II
854,Bulgaria,2012,male,35-54 years,17,0.778,7745,Generation X,Europe,II
855,Bulgaria,2012,female,75+ years,16,0.778,7745,Silent,Europe,II
856,Bulgaria,2012,male,25-34 years,11,0.778,7745,Millenials,Europe,II
857,Bulgaria,2012,male,15-24 years,10,0.778,7745,Millenials,Europe,II
858,Bulgaria,2012,female,55-74 years,6,0.778,7745,Boomers,Europe,II
859,Bulgaria,2012,female,35-54 years,4,0.778,7745,Generation X,Europe,II
860,Bulgaria,2012,female,15-24 years,3,0.778,7745,Millenials,Europe,II
861,Bulgaria,2012,female,25-34 years,2,0.778,7745,Millenials,Europe,II
862,Bulgaria,2012,male,5-14 years,0,0.778,7745,Generation Z,Europe,II
863,Bulgaria,2012,female,5-14 years,0,0.778,7745,Generation Z,Europe,II
864,Bulgaria,2013,male,75+ years,49,0.779,8057,Silent,Europe,II
865,Bulgaria,2013,male,55-74 years,24,0.779,8057,Boomers,Europe,II
866,Bulgaria,2013,male,35-54 years,15,0.779,8057,Generation X,Europe,II
867,Bulgaria,2013,female,75+ years,12,0.779,8057,Silent,Europe,II
868,Bulgaria,2013,male,25-34 years,10,0.779,8057,Millenials,Europe,II
869,Bulgaria,2013,male,15-24 years,8,0.779,8057,Millenials,Europe,II
870,Bulgaria,2013,female,55-74 years,4,0.779,8057,Boomers,Europe,II
871,Bulgaria,2013,female,35-54 years,4,0.779,8057,Generation X,Europe,II
872,Bulgaria,2013,female,25-34 years,2,0.779,8057,Millenials,Europe,II
873,Bulgaria,2013,female,15-24 years,1,0.779,8057,Millenials,Europe,II
874,Bulgaria,2013,female,5-14 years,0,0.779,8057,Generation Z,Europe,II
875,Bulgaria,2013,male,5-14 years,0,0.779,8057,Generation Z,Europe,II
876,Bulgaria,2014,male,75+ years,52,0.782,8241,Silent,Europe,II
877,Bulgaria,2014,male,55-74 years,23,0.782,8241,Boomers,Europe,II
878,Bulgaria,2014,female,75+ years,17,0.782,8241,Silent,Europe,II
879,Bulgaria,2014,male,35-54 years,14,0.782,8241,Generation X,Europe,II
880,Bulgaria,2014,male,25-34 years,9,0.782,8241,Millenials,Europe,II
881,Bulgaria,2014,male,15-24 years,8,0.782,8241,Millenials,Europe,II
882,Bulgaria,2014,female,55-74 years,5,0.782,8241,Boomers,Europe,II
883,Bulgaria,2014,female,35-54 years,3,0.782,8241,Generation X,Europe,II
884,Bulgaria,2014,female,25-34 years,2,0.782,8241,Millenials,Europe,II
885,Bulgaria,2014,female,15-24 years,1,0.782,8241,Millenials,Europe,II
886,Bulgaria,2014,male,5-14 years,0,0.782,8241,Generation Z,Europe,II
887,Bulgaria,2014,female,5-14 years,0,0.782,8241,Generation Z,Europe,II
888,Canada,1985,male,75+ years,28,0.8270000000000001,15522,G.I. Generation,North America,I
889,Canada,1985,male,55-74 years,27,0.8270000000000001,15522,G.I. Generation,North America,I
890,Canada,1985,male,25-34 years,27,0.8270000000000001,15522,Boomers,North America,I
891,Canada,1985,male,35-54 years,25,0.8270000000000001,15522,Silent,North America,I
892,Canada,1985,male,15-24 years,25,0.8270000000000001,15522,Generation X,North America,I
893,Canada,1985,female,35-54 years,8,0.8270000000000001,15522,Silent,North America,I
894,Canada,1985,female,55-74 years,7,0.8270000000000001,15522,G.I. Generation,North America,I
895,Canada,1985,female,25-34 years,6,0.8270000000000001,15522,Boomers,North America,I
896,Canada,1985,female,75+ years,5,0.8270000000000001,15522,G.I. Generation,North America,I
897,Canada,1985,female,15-24 years,3,0.8270000000000001,15522,Generation X,North America,I
898,Canada,1985,male,5-14 years,0,0.8270000000000001,15522,Generation X,North America,I
899,Canada,1985,female,5-14 years,0,0.8270000000000001,15522,Generation X,North America,I
900,Canada,1990,male,75+ years,32,0.8490000000000001,24041,G.I. Generation,North America,I
901,Canada,1990,male,25-34 years,29,0.8490000000000001,24041,Boomers,North America,I
902,Canada,1990,male,35-54 years,25,0.8490000000000001,24041,Silent,North America,I
903,Canada,1990,male,15-24 years,24,0.8490000000000001,24041,Generation X,North America,I
904,Canada,1990,male,55-74 years,21,0.8490000000000001,24041,G.I. Generation,North America,I
905,Canada,1990,female,35-54 years,8,0.8490000000000001,24041,Silent,North America,I
906,Canada,1990,female,25-34 years,6,0.8490000000000001,24041,Boomers,North America,I
907,Canada,1990,female,55-74 years,5,0.8490000000000001,24041,G.I. Generation,North America,I
908,Canada,1990,female,15-24 years,4,0.8490000000000001,24041,Generation X,North America,I
909,Canada,1990,female,75+ years,4,0.8490000000000001,24041,G.I. Generation,North America,I
910,Canada,1990,male,5-14 years,1,0.8490000000000001,24041,Generation X,North America,I
911,Canada,1990,female,5-14 years,0,0.8490000000000001,24041,Generation X,North America,I
912,Canada,1995,male,25-34 years,29,0.861,21871,Generation X,North America,I
913,Canada,1995,male,35-54 years,29,0.861,21871,Boomers,North America,I
914,Canada,1995,male,75+ years,26,0.861,21871,G.I. Generation,North America,I
915,Canada,1995,male,15-24 years,24,0.861,21871,Generation X,North America,I
916,Canada,1995,male,55-74 years,21,0.861,21871,Silent,North America,I
917,Canada,1995,female,35-54 years,8,0.861,21871,Boomers,North America,I
918,Canada,1995,female,55-74 years,6,0.861,21871,Silent,North America,I
919,Canada,1995,female,25-34 years,5,0.861,21871,Generation X,North America,I
920,Canada,1995,female,15-24 years,4,0.861,21871,Generation X,North America,I
921,Canada,1995,female,75+ years,3,0.861,21871,G.I. Generation,North America,I
922,Canada,1995,male,5-14 years,1,0.861,21871,Millenials,North America,I
923,Canada,1995,female,5-14 years,1,0.861,21871,Millenials,North America,I
924,Canada,2000,male,35-54 years,25,0.867,25589,Boomers,North America,I
925,Canada,2000,male,75+ years,22,0.867,25589,G.I. Generation,North America,I
926,Canada,2000,male,25-34 years,21,0.867,25589,Generation X,North America,I
927,Canada,2000,male,15-24 years,20,0.867,25589,Generation X,North America,I
928,Canada,2000,male,55-74 years,19,0.867,25589,Silent,North America,I
929,Canada,2000,female,35-54 years,8,0.867,25589,Boomers,North America,I
930,Canada,2000,female,15-24 years,5,0.867,25589,Generation X,North America,I
931,Canada,2000,female,25-34 years,5,0.867,25589,Generation X,North America,I
932,Canada,2000,female,55-74 years,5,0.867,25589,Silent,North America,I
933,Canada,2000,female,75+ years,2,0.867,25589,G.I. Generation,North America,I
934,Canada,2000,male,5-14 years,1,0.867,25589,Millenials,North America,I
935,Canada,2000,female,5-14 years,0,0.867,25589,Millenials,North America,I
936,Canada,2005,male,35-54 years,26,0.892,38218,Boomers,North America,I
937,Canada,2005,male,75+ years,21,0.892,38218,Silent,North America,I
938,Canada,2005,male,55-74 years,19,0.892,38218,Silent,North America,I
939,Canada,2005,male,25-34 years,18,0.892,38218,Generation X,North America,I
940,Canada,2005,male,15-24 years,16,0.892,38218,Millenials,North America,I
941,Canada,2005,female,35-54 years,8,0.892,38218,Boomers,North America,I
942,Canada,2005,female,15-24 years,6,0.892,38218,Millenials,North America,I
943,Canada,2005,female,55-74 years,5,0.892,38218,Silent,North America,I
944,Canada,2005,female,75+ years,4,0.892,38218,Silent,North America,I
945,Canada,2005,female,25-34 years,4,0.892,38218,Generation X,North America,I
946,Canada,2005,female,5-14 years,1,0.892,38218,Millenials,North America,I
947,Canada,2005,male,5-14 years,0,0.892,38218,Millenials,North America,I
948,Canada,2010,male,35-54 years,25,0.903,49974,Generation X,North America,I
949,Canada,2010,male,75+ years,21,0.903,49974,Silent,North America,I
950,Canada,2010,male,55-74 years,20,0.903,49974,Silent,North America,I
951,Canada,2010,male,25-34 years,17,0.903,49974,Generation X,North America,I
952,Canada,2010,male,15-24 years,15,0.903,49974,Millenials,North America,I
953,Canada,2010,female,35-54 years,7,0.903,49974,Generation X,North America,I
954,Canada,2010,female,55-74 years,6,0.903,49974,Silent,North America,I
955,Canada,2010,female,25-34 years,6,0.903,49974,Generation X,North America,I
956,Canada,2010,female,15-24 years,5,0.903,49974,Millenials,North America,I
957,Canada,2010,female,75+ years,3,0.903,49974,Silent,North America,I
958,Canada,2010,male,5-14 years,0,0.903,49974,Generation Z,North America,I
959,Canada,2010,female,5-14 years,0,0.903,49974,Generation Z,North America,I
960,Canada,2011,male,35-54 years,22,0.909,54841,Generation X,North America,I
961,Canada,2011,male,55-74 years,19,0.909,54841,Boomers,North America,I
962,Canada,2011,male,75+ years,19,0.909,54841,Silent,North America,I
963,Canada,2011,male,25-34 years,17,0.909,54841,Millenials,North America,I
964,Canada,2011,male,15-24 years,15,0.909,54841,Millenials,North America,I
965,Canada,2011,female,35-54 years,7,0.909,54841,Generation X,North America,I
966,Canada,2011,female,15-24 years,6,0.909,54841,Millenials,North America,I
967,Canada,2011,female,55-74 years,5,0.909,54841,Boomers,North America,I
968,Canada,2011,female,25-34 years,5,0.909,54841,Millenials,North America,I
969,Canada,2011,female,75+ years,4,0.909,54841,Silent,North America,I
970,Canada,2011,female,5-14 years,0,0.909,54841,Generation Z,North America,I
971,Canada,2011,male,5-14 years,0,0.909,54841,Generation Z,North America,I
972,Canada,2012,male,35-54 years,23,0.91,55347,Generation X,North America,I
973,Canada,2012,male,55-74 years,21,0.91,55347,Boomers,North America,I
974,Canada,2012,male,75+ years,18,0.91,55347,Silent,North America,I
975,Canada,2012,male,25-34 years,17,0.91,55347,Millenials,North America,I
976,Canada,2012,male,15-24 years,16,0.91,55347,Millenials,North America,I
977,Canada,2012,female,35-54 years,7,0.91,55347,Generation X,North America,I
978,Canada,2012,female,55-74 years,6,0.91,55347,Boomers,North America,I
979,Canada,2012,female,15-24 years,6,0.91,55347,Millenials,North America,I
980,Canada,2012,female,25-34 years,5,0.91,55347,Millenials,North America,I
981,Canada,2012,female,75+ years,3,0.91,55347,Silent,North America,I
982,Canada,2012,female,5-14 years,0,0.91,55347,Generation Z,North America,I
983,Canada,2012,male,5-14 years,0,0.91,55347,Generation Z,North America,I
984,Canada,2013,male,35-54 years,24,0.912,55310,Generation X,North America,I
985,Canada,2013,male,75+ years,23,0.912,55310,Silent,North America,I
986,Canada,2013,male,55-74 years,21,0.912,55310,Boomers,North America,I
987,Canada,2013,male,25-34 years,17,0.912,55310,Millenials,North America,I
988,Canada,2013,male,15-24 years,12,0.912,55310,Millenials,North America,I
989,Canada,2013,female,35-54 years,7,0.912,55310,Generation X,North America,I
990,Canada,2013,female,55-74 years,6,0.912,55310,Boomers,North America,I
991,Canada,2013,female,15-24 years,6,0.912,55310,Millenials,North America,I
992,Canada,2013,female,25-34 years,5,0.912,55310,Millenials,North America,I
993,Canada,2013,female,75+ years,4,0.912,55310,Silent,North America,I
994,Canada,2013,female,5-14 years,1,0.912,55310,Generation Z,North America,I
995,Canada,2013,male,5-14 years,0,0.912,55310,Generation Z,North America,I
996,Chile,1985,male,75+ years,38,0.654,1658,G.I. Generation,South/Latin America,II
997,Chile,1985,male,55-74 years,18,0.654,1658,G.I. Generation,South/Latin America,II
998,Chile,1985,male,35-54 years,14,0.654,1658,Silent,South/Latin America,II
999,Chile,1985,male,25-34 years,12,0.654,1658,Boomers,South/Latin America,II
1000,Chile,1985,male,15-24 years,10,0.654,1658,Generation X,South/Latin America,II
1001,Chile,1985,female,55-74 years,3,0.654,1658,G.I. Generation,South/Latin America,II
1002,Chile,1985,female,35-54 years,3,0.654,1658,Silent,South/Latin America,II
1003,Chile,1985,female,15-24 years,2,0.654,1658,Generation X,South/Latin America,II
1004,Chile,1985,female,75+ years,2,0.654,1658,G.I. Generation,South/Latin America,II
1005,Chile,1985,female,25-34 years,1,0.654,1658,Boomers,South/Latin America,II
1006,Chile,1985,male,5-14 years,0,0.654,1658,Generation X,South/Latin America,II
1007,Chile,1985,female,5-14 years,0,0.654,1658,Generation X,South/Latin America,II
1008,Chile,1990,male,55-74 years,23,0.6990000000000001,2828,G.I. Generation,South/Latin America,II
1009,Chile,1990,male,75+ years,19,0.6990000000000001,2828,G.I. Generation,South/Latin America,II
1010,Chile,1990,male,35-54 years,13,0.6990000000000001,2828,Silent,South/Latin America,II
1011,Chile,1990,male,25-34 years,12,0.6990000000000001,2828,Boomers,South/Latin America,II
1012,Chile,1990,male,15-24 years,10,0.6990000000000001,2828,Generation X,South/Latin America,II
1013,Chile,1990,female,55-74 years,2,0.6990000000000001,2828,G.I. Generation,South/Latin America,II
1014,Chile,1990,female,35-54 years,2,0.6990000000000001,2828,Silent,South/Latin America,II
